"";"Occurrence";"Title";"Date.of.occurrence";"Occurrence.type";"Location.name";"Country";"Report.Type";"Railway.System.type";"Location.type";"Line.type";"Total.fatalities";"Passenger.fatalities";"LC.User.fatalities";"Other.fatalities";"Total.serious.injuries";"Passenger.serious.injuries";"LC.User.serious.injuries";"Unauth..person.serious.injuries";"Other.serious.injuries";"Recs";"Reporting.Body"
"1343";"RO-1304";"Train derailment, 05/12/2011, Open line Dofteana - Târgu Ocna belongs to Galati Railway County on the east of romanian railway network. (Romania)";"05/12/2011";"Train derailment";"Open line Dofteana - Târgu Ocna belongs to Galati Railway County on the east of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1344";"RO-1316";"Train derailment, 18.12.2011, Movila station belongs to Constanta Railway County, on the south-east of the romanian railway network. (Romania)";"18/12/2011";"Train derailment";"Movila station belongs to Constanta Railway County, on the south-east of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1345";"RO-1330";"Train derailment, 16/01/2012, Ciochiuta station belongs to Craiova Railway County, on the south of the romanian railway network. (Romania)";"16/01/2012";"Train derailment";"Ciochiuta station belongs to Craiova Railway County, on the south of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1346";"RO-1344";"Train derailment, 31.01.2012, Open line Balanoia - Stanesti belongs to Bucuresti Railway County on the south of romanian railway network. (Romania)";"31/01/2012";"Train derailment";"Open line Balanoia - Stanesti belongs to Bucuresti Railway County on the south of romanian railway network.";"Romania";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1347";"RO-1360";"Train derailment, 21.02.2012, Open line Ciumeghiu - Salonta belongs to Cluj Railway County,on the west of the romanian railway network. (Romania)";"21/02/2012";"Train derailment";"Open line Ciumeghiu - Salonta belongs to Cluj Railway County,on the west of the romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1348";"RO-1364";"Train derailment, 01.03.2012, Tandarei station belongs belongs to Constanta Railway County, on the south-east of Romanian Railway Network. (Romania)";"01/03/2012";"Train derailment";"Tandarei station belongs belongs to Constanta Railway County, on the south-east of Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"Double track";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1349";"RO-1384";"Train derailment, 15.03.2012, Teregova station belongs to Timisoara Railway County, on the south-west of the romanian railway network. (Romania)";"15/03/2012";"Train derailment";"Teregova station belongs to Timisoara Railway County, on the south-west of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1350";"RO-1387";"Train derailment, 2012-03-24, Rapa de Jos station belongs to Cluj Railway County, on the center of railway network. (Romania)";"24/03/2012";"Train derailment";"Rapa de Jos station belongs to Cluj Railway County, on the center of railway network.";"Romania";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1351";"RO-1388";"Train derailment, 24.03.2012, Gura Vaii station belongs to Craiova Railway County, on the south-est of the romanian railway network. (Romania)";"24/03/2012";"Train derailment";"Gura Vaii station belongs to Craiova Railway County, on the south-est of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"Single track";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1352";"RO-1393";"Train derailment, 03.04.2012, Open line Baru Mare - Crivadia belongs to Timisoara Railway County,on the west of the romanian railway network. (Romania)";"03/04/2012";"Train derailment";"Open line Baru Mare - Crivadia belongs to Timisoara Railway County,on the west of the romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1353";"RO-1409";"Train derailment, 2012-04-19, Open line Augustin - Racos belongs to Brasov Railway County,on the center of the romanian railway network. (Romania)";"19/04/2012";"Train derailment";"Open line Augustin - Racos belongs to Brasov Railway County,on the center of the romanian railway network.";"Romania";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1354";"RO-1410";"Train derailment, 10.05.2012, Rupea station belongs to Brasov Railway County, on the center of the romanian railway network. (Romania)";"10/05/2012";"Train derailment";"Rupea station belongs to Brasov Railway County, on the center of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1355";"RO-1440";"Train derailment, 01.07.2012, Bucurestii Noi station, belongs to Bucuresti Railway County, on the south of railway network (Romania)";"01/07/2012";"Train derailment";"Bucurestii Noi station, belongs to Bucuresti Railway County, on the south of railway network";"Romania";"Final report";"Railway";"Station";"Double track";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1356";"RO-2009";"Fire in RS, 2/14/2013, open line Catusa - Mittal Steel junction (Romania)";"14/02/2013";"Fire in RS";"open line Catusa - Mittal Steel junction";"Romania";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1357";"RO-2039";"Train derailment, 18.02.2013, Navodari station (Romania)";"18/02/2013";"Train derailment";"Navodari station";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1358";"RO-2094";"Train derailment, 2013-03-12, Maghersu Sieu station (Romania)";"12/03/2013";"Train derailment";"Maghersu Sieu station";"Romania";"Notification";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1359";"RO-2110";"Train derailment, 2013-03-14, Cavaran Station (Romania)";"14/03/2013";"Train derailment";"Cavaran Station";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1360";"RO-2179";"Train derailment, 07/04/2013, open line between Baru Mare - Pui stations (Romania)";"07/04/2013";"Train derailment";"open line between Baru Mare - Pui stations";"Romania";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1361";"RO-2208";"Train derailment, 2013-04-17, open line between Copaceni and Popesti station (Romania)";"17/04/2013";"Train derailment";"open line between Copaceni and Popesti station";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1362";"RO-2265";"Train derailment, 2013-05-01, Agigea Nord station (Romania)";"01/05/2013";"Train derailment";"Agigea Nord station";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1363";"RO-2271";"Fire in RS, 2013-05-03, open line between Fusea and Matasaru station (Romania)";"03/05/2013";"Fire in RS";"open line between Fusea and Matasaru station";"Romania";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1364";"RO-2290";"Train derailment, 2013-05-08, open line between Fiad and Telciu stations (Romania)";"08/05/2013";"Train derailment";"open line between Fiad and Telciu stations";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1365";"RO-2447";"Fire in RS, 2013-07-06, Ilia station (Romania)";"06/07/2013";"Fire in RS";"Ilia station";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1366";"RO-2448";"Fire in RS, 2013-07-09, Drobeta Turnu-Severin station (Romania)";"09/07/2013";"Fire in RS";"Drobeta Turnu-Severin station";"Romania";"Notification";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1367";"RO-2507";"Train derailment, 2013-07-20, Rosiori Nord station (Romania)";"20/07/2013";"Train derailment";"Rosiori Nord station";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1368";"RO-2550";"Train derailment, 2013-07-29, open line between Banita and Petrosani station (Romania)";"29/07/2013";"Train derailment";"open line between Banita and Petrosani station";"Romania";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1369";"RO-2602";"Train derailment, 10/08/2013, Dej Triaj (Romania)";"10/08/2013";"Train derailment";"Dej Triaj";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1370";"RO-2692";"Train derailment, 02/09/2013, open line Suplacu de Barcau - Simleu Silvaniei (Romania)";"02/09/2013";"Train derailment";"open line Suplacu de Barcau - Simleu Silvaniei";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1371";"RO-2777";"Train derailment, 24/09/2013, Catusa railway station (Romania)";"24/09/2013";"Train derailment";"Catusa railway station";"Romania";"Notification";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1372";"RO-2781";"Train derailment, 27/09/2013, Reteag (Romania)";"27/09/2013";"Train derailment";"Reteag";"Romania";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1373";"RO-2804";"Train derailment, 04/10/2013, Suplacu de Barcau - Simleu Silvaniei (Romania)";"04/10/2013";"Train derailment";"Suplacu de Barcau - Simleu Silvaniei";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1374";"RO-2867";"Trains collision, 16/10/2013, Monor Gledin - Rapa de Jos (Romania)";"16/10/2013";"Trains collision";"Monor Gledin - Rapa de Jos";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;1;0;0;0;0;0;"Romanian Railway Investigation Body"
"1375";"RO-2994";"Train derailment, 2013-11-21, Valea Alba - Balota (Romania)";"21/11/2013";"Train derailment";"Valea Alba - Balota";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1376";"RO-3035";"Fire in RS, 02/12/2013, Zlatarei - Dragasani stations (Romania)";"02/12/2013";"Fire in RS";"Zlatarei - Dragasani stations";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1377";"RO-3053";"Level crossing accident, 04/12/2013, Praid - Sovata (Romania)";"04/12/2013";"Level crossing accident";"Praid - Sovata";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1378";"RO-3075";"Train derailment, 09/12/2013, Valea Alba - Balota (Romania)";"09/12/2013";"Train derailment";"Valea Alba - Balota";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1379";"RO-3100";"Train derailment, 2013-12-21, Mureni - Vanatori stations (Romania)";"21/12/2013";"Train derailment";"Mureni - Vanatori stations";"Romania";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1380";"RO-3150";"Train derailment, 09/01/2014, Brasov Triaj - Darste (Romania)";"09/01/2014";"Train derailment";"Brasov Triaj - Darste";"Romania";"Notification";"Railway";"Line";"Multiple track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1381";"RO-3252";"Train derailment, 27/01/2014, Hunedoara (Romania)";"27/01/2014";"Train derailment";"Hunedoara";"Romania";"Notification";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1382";"RO-3261";"Train derailment, 01/02/2014, Ploiesti Sud (Romania)";"01/02/2014";"Train derailment";"Ploiesti Sud";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1383";"RO-3285";"Train derailment, 03/02/2014, Barbosi Triaj (Romania)";"03/02/2014";"Train derailment";"Barbosi Triaj";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1384";"RO-3428";"Train derailment, 3/10/2014, Palas - Constanta Marfuri (Romania)";"10/03/2014";"Train derailment";"Palas - Constanta Marfuri";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1385";"RO-3431";"Train derailment, 3/14/2014, Constanta Marfuri - Palas (Romania)";"14/03/2014";"Train derailment";"Constanta Marfuri - Palas";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1386";"RO-3544";"Other event, 13.04.2014, Predeal-Timisu de Sus (Romania)";"13/04/2014";"Other event";"Predeal-Timisu de Sus";"Romania";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1387";"RO-413";"Train derailment, 15/12/2007, Open line between Milova station and Conop station. The open line belongs to Timisoara Railway County, on the west of the romanian railway network, on the main line Arad-Simeria (45 km from Arad). (Romania)";"15/12/2007";"Train derailment";"Open line between Milova station and Conop station. The open line belongs to Timisoara Railway County, on the west of the romanian railway network, on the main line Arad-Simeria (45 km from Arad).";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"Romanian Railway Investigation Body"
"1388";"RO-414";"Train derailment, 13/12/2007, Comarnic station belong to Bucharest Railway County, on the south of the romanian railway network, at 106 km north of Bucharest. (Romania)";"13/12/2007";"Train derailment";"Comarnic station belong to Bucharest Railway County, on the south of the romanian railway network, at 106 km north of Bucharest.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"Romanian Railway Investigation Body"
"1389";"RO-427";"Accident to persons caused by RS in motion, 05/02/2008, Odorhei Station belongs to noninteroperable line Odorhei - Vanatori, on the center of the Romanian Railway Network. (Romania)";"05/02/2008";"Accident to persons caused by RS in motion";"Odorhei Station belongs to noninteroperable line Odorhei - Vanatori, on the center of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";1;0;0;0;0;0;0;0;0;7;"Romanian Railway Investigation Body"
"1390";"RO-438";"Broken wheels or axles, 13/03/2008, Zavideni Station, line 1. Zavideni Station belongs to Craiova Railway County, on the south-west of the Romanian Railway Network. (Romania)";"13/03/2008";"Broken wheels or axles";"Zavideni Station, line 1. Zavideni Station belongs to Craiova Railway County, on the south-west of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"Romanian Railway Investigation Body"
"1391";"RO-456";"Train derailment, 10/05/2008, Valea Calugareasca station belongs to Bucharest Railway County, on the south of the romanian railway network, 71 km. north from Bucharest (Romania)";"10/05/2008";"Train derailment";"Valea Calugareasca station belongs to Bucharest Railway County, on the south of the romanian railway network, 71 km. north from Bucharest";"Romania";"Final report";"Railway";"Station";"";1;1;0;0;0;0;0;0;0;6;"Romanian Railway Investigation Body"
